station_id,S_i,B_i,Total_Volume,Daily_Events
11288,-0.16666666666666666,0.0,9,1.2857142857142858
11289,0.0,0.0,19,2.7142857142857144
11290,-1.0,0.0,10,1.4285714285714286
11298,,0.0,107,15.285714285714286
11301,,0.0,13,1.8571428571428572
11303,0.5241758241758242,0.08451542547285165,39,5.571428571428571
11305,0.0,0.0,26,3.7142857142857144
11307,-1.0,0.0,10,1.4285714285714286
11310,-1.0,0.0,5,0.7142857142857143
11312,-0.85,0.3663475485325232,21,3.0
11314,-0.7333333333333333,0.45773770821706344,19,2.7142857142857144
11315,-0.10982695288250843,0.2552481707045063,378,54.0
11316,0.0,0.0,13,1.8571428571428572
11318,-0.16374269005847955,0.3428568527799757,76,10.857142857142858
11319,0.0,0.0,7,1.0
11321,1.0,0.0,7,1.0
11323,0.0,0.0,11,1.5714285714285714
11324,-0.2,0.447213595499958,5,0.7142857142857143
11325,,0.0,9,1.2857142857142858
11334,0.0,0.0,10,1.4285714285714286
11338,-1.0,0.0,8,1.1428571428571428
11340,-0.3333333333333333,0.483045891539648,23,3.2857142857142856
11341,0.0,0.0,43,6.142857142857143
11342,0.8127192982456141,0.3534472397219372,123,17.571428571428573
11346,-0.5125,0.4998397178993918,43,6.142857142857143
11348,0.0,0.0,14,2.0
11349,-0.07167658730158728,0.22080712632756452,130,18.571428571428573
11350,0.0,0.0,27,3.857142857142857
11352,0.0,0.0,33,4.714285714285714
11356,0.0,0.0,5,0.7142857142857143
11357,0.0,0.0,12,1.7142857142857142
11358,0.0,0.0,10,1.4285714285714286
11359,0.0,0.0,6,0.8571428571428571
11367,0.0,0.0,11,1.5714285714285714
11368,-1.0,0.0,8,1.1428571428571428
11371,-0.07111111111111111,0.252822451374857,60,8.571428571428571
11372,0.0,0.0,13,1.8571428571428572
11380,0.0,0.0,19,2.7142857142857144
11382,0.9640562248995984,0.14509790003389744,155,22.142857142857142
11383,0.0,0.0,49,7.0
11384,0.0,0.0,8,1.1428571428571428
11385,0.0,0.0,15,2.142857142857143
11388,0.4444444444444444,0.5270462766947299,9,1.2857142857142858
11390,0.0,0.0,26,3.7142857142857144
11393,0.0,0.0,29,4.142857142857143
11397,0.0,0.0,14,2.0
11399,-0.143574297188755,0.32335503369159696,112,16.0
11403,0.0,0.0,25,3.5714285714285716
11405,0.0,0.0,8,1.1428571428571428
11406,-1.0,0.0,5,0.7142857142857143
11409,0.0,0.0,42,6.0
11410,-0.07663731209248874,0.17205048714604929,543,77.57142857142857
11411,-0.07857142857142857,0.24831364011174703,47,6.714285714285714
11413,1.0,0.0,6,0.8571428571428571
11415,0.125,0.30395937943716445,36,5.142857142857143
11416,-0.06349206349206349,0.2458045298026051,86,12.285714285714286
11419,0.0,0.0,6,0.8571428571428571
11427,-0.16666666666666666,0.38924947208076155,13,1.8571428571428572
11428,-1.0,0.0,13,1.8571428571428572
11429,0.9119404997909671,0.20450725169681155,337,48.142857142857146
11431,-0.12199453551912567,0.26505423664396277,265,37.857142857142854
11433,-0.0763239875389408,0.22199587063388992,186,26.571428571428573
11434,-1.0,0.0,13,1.8571428571428572
11442,-0.07142857142857142,0.26226526415648105,36,5.142857142857143
11444,-0.06284722222222222,0.21817262287537292,168,24.0
11446,0.0,0.0,10,1.4285714285714286
11449,0.9495287698412699,0.15513045568923003,494,70.57142857142857
11453,0.0,0.0,9,1.2857142857142858
11455,0.0,0.0,17,2.4285714285714284
11457,0.0,0.0,11,1.5714285714285714
11461,0.10344827586206896,0.3099340466946034,43,6.142857142857143
11466,0.0,0.0,25,3.5714285714285716
11467,0.0,0.0,76,10.857142857142858
11473,,0.0,8,1.1428571428571428
11474,,0.0,45,6.428571428571429
11475,0.0,0.0,6,0.8571428571428571
11479,0.0,0.0,21,3.0
11480,0.0,0.0,23,3.2857142857142856
11482,,0.0,10,1.4285714285714286
11495,0.0,0.0,5,0.7142857142857143
11500,0.6254593175853018,0.15402917180089035,269,38.42857142857143
11506,0.4545454545454546,0.39282611205513607,84,12.0
11511,-0.22222222222222218,0.0,14,2.0
11519,-0.2222222222222222,0.0,17,2.4285714285714284
11523,,0.0,52,7.428571428571429
11528,-0.05350877192982456,0.15933463015450133,144,20.571428571428573
11530,-0.4927536231884058,0.477996293648106,31,4.428571428571429
11534,0.0,0.0,8,1.1428571428571428
11538,0.0,0.0,21,3.0
11541,0.9259641873278237,0.2025222612439363,248,35.42857142857143
11542,0.0,0.0,10,1.4285714285714286
11546,-1.0,0.0,52,7.428571428571429
11553,-0.2222222222222222,0.0,11,1.5714285714285714
11556,0.7405437352245863,0.16466965782200293,56,8.0
11557,-0.5,0.0,24,3.4285714285714284
11559,-1.0,0.0,17,2.4285714285714284
11570,-0.5,0.0,15,2.142857142857143
11572,-0.3333333333333333,0.0,12,1.7142857142857142
11581,-0.07456140350877194,0.21624129145562584,162,23.142857142857142
11583,0.0,0.0,10,1.4285714285714286
11590,0.0,0.0,7,1.0
11591,0.6897095959595959,0.26544197779113177,139,19.857142857142858
11592,-0.2222222222222222,0.0,12,1.7142857142857142
